Hours_Studied,Attendance,Sleep_Hours,Previous_Score,Result
3.84,96.17,8.52,58.36,Pass
7.21,81.45,8.64,90.92,Pass
2.98,66.6,6.13,67.85,Fail
8.8,81.93,4.2,30.31,Pass
1.66,65.95,4.77,66.66,Fail
2.65,54.54,7.04,30.45,Fail
1.45,74.26,9.86,77.67,Fail
1.04,93.01,4.73,33.74,Fail
3.0,95.46,4.93,54.85,Fail
9.99,77.19,6.43,42.13,Pass
0.94,84.98,7.69,92.98,Fail
2.13,80.53,6.35,75.65,Fail
2.72,90.54,7.76,74.65,Fail
6.19,55.16,4.39,75.44,Fail
7.45,70.07,5.07,72.61,Pass
7.52,62.65,4.42,76.07,Pass
0.09,50.33,9.25,94.28,Fail
6.52,91.5,8.79,30.87,Pass
6.31,56.71,5.6,74.61,Pass
5.18,66.17,8.52,81.29,Pass
3.79,93.34,8.87,35.05,Fail
7.97,86.07,9.11,87.64,Pass
3.44,78.39,6.6,66.25,Fail
2.3,65.51,9.81,81.64,Fail
3.1,75.77,9.35,71.07,Pass
4.4,52.81,8.26,84.61,Pass
2.14,86.36,4.19,97.03,Fail
6.08,61.87,8.42,73.91,Pass
8.84,73.96,7.77,60.99,Pass
5.95,54.72,9.67,82.19,Pass
4.47,85.54,6.73,62.61,Pass
7.97,94.79,7.53,91.53,Pass
7.48,72.8,7.41,47.48,Pass
3.67,54.16,4.14,95.54,Fail
6.04,97.25,5.28,49.8,Pass
7.3,72.35,5.09,47.07,Pass
2.45,54.02,6.13,93.01,Fail
3.66,59.42,5.65,78.79,Fail
1.06,55.99,5.94,43.55,Fail
9.88,59.88,4.44,56.19,Pass
0.86,57.79,4.92,87.84,Fail
1.69,96.14,7.04,90.55,Fail
4.8,60.45,7.06,56.08,Fail
8.65,72.1,4.58,82.26,Pass
3.56,86.49,7.63,95.08,Pass
7.69,83.85,9.87,61.52,Pass
6.76,97.82,6.35,69.54,Pass
6.39,98.3,4.97,81.14,Pass
8.45,78.53,9.97,42.8,Pass
0.14,87.62,7.16,99.1,Fail
9.29,69.3,5.46,94.48,Pass
8.29,71.46,9.26,39.5,Pass
9.38,55.22,4.76,49.04,Pass
7.94,83.67,5.11,31.74,Pass
8.79,63.53,8.54,98.0,Pass
2.03,53.99,9.47,38.16,Fail
3.19,54.91,6.58,92.82,Fail
3.15,86.12,4.42,31.69,Fail
1.09,61.45,7.75,54.06,Fail
7.3,88.5,8.59,60.77,Pass
1.36,95.3,7.16,56.17,Fail
0.53,67.04,6.35,56.95,Fail
7.75,89.69,8.07,37.1,Pass
9.05,71.44,6.83,77.65,Pass
7.64,88.61,8.69,92.92,Pass
8.25,65.34,4.04,61.19,Pass
5.96,96.57,7.65,87.01,Pass
8.88,99.36,9.07,54.74,Pass
4.97,69.31,8.09,95.93,Pass
9.88,59.95,7.41,78.66,Pass
1.03,84.27,5.34,51.55,Fail
8.09,79.18,7.31,80.54,Pass
6.41,99.57,8.89,48.34,Pass
5.81,90.58,9.15,97.22,Pass
7.26,91.76,7.83,63.18,Pass
8.4,86.32,9.91,94.23,Pass
8.63,67.54,4.71,50.13,Pass
1.75,96.79,8.1,65.56,Fail
1.97,73.28,4.26,91.88,Fail
0.16,69.97,9.13,63.09,Fail
1.32,59.71,8.67,94.31,Fail
2.64,65.2,8.89,63.4,Fail
7.21,50.11,6.17,74.66,Pass
4.76,83.0,5.29,94.44,Pass
7.58,80.27,5.27,87.14,Pass
4.87,70.15,9.45,86.02,Pass
5.56,98.36,7.13,95.1,Pass
1.11,84.66,5.14,94.19,Fail
7.77,62.14,4.48,52.06,Pass
7.58,68.94,6.5,42.03,Pass
3.08,75.79,4.82,86.86,Fail
3.29,77.27,6.13,96.98,Pass
2.2,63.78,4.81,78.63,Fail
8.14,62.47,7.25,56.33,Pass
7.47,64.97,4.39,78.52,Pass
6.09,98.17,4.37,87.27,Pass
2.39,67.98,8.9,75.84,Fail
1.72,68.71,4.5,93.11,Fail
0.5,86.01,9.81,94.68,Fail
0.46,58.14,7.47,83.41,Fail
1.87,82.16,5.76,60.76,Fail
1.01,83.31,5.63,83.37,Fail
5.56,53.23,7.99,54.65,Fail
3.58,59.5,9.18,68.71,Fail
4.45,73.32,7.13,68.74,Pass
5.94,91.77,8.59,70.01,Pass
6.59,86.62,9.61,30.57,Pass
6.48,93.67,7.63,91.94,Pass
2.61,92.55,6.53,50.4,Fail
8.1,75.58,4.67,58.71,Pass
9.18,81.11,8.15,95.19,Pass
3.16,96.04,9.11,64.45,Pass
0.17,87.05,4.11,89.26,Fail
8.99,67.89,7.88,54.45,Pass
9.24,67.52,4.41,94.15,Pass
0.51,68.33,9.66,38.14,Fail
0.05,74.76,6.49,63.57,Fail
8.16,68.12,5.11,92.04,Pass
3.01,59.38,5.21,70.86,Fail
9.15,79.75,4.54,61.54,Pass
2.17,93.46,7.95,71.47,Fail
8.61,74.63,9.27,69.14,Pass
0.69,60.96,6.29,45.79,Fail
2.61,90.65,7.19,84.03,Fail
9.73,87.79,5.55,55.71,Pass
2.31,85.01,8.66,36.58,Fail
1.33,83.74,7.9,47.5,Fail
8.57,89.11,9.99,88.15,Pass
1.18,91.51,9.11,98.83,Pass
0.97,94.91,4.84,94.53,Fail
3.23,80.5,9.06,58.77,Fail
6.35,69.68,4.32,34.4,Fail
7.11,54.49,4.9,54.42,Pass
8.81,86.12,6.31,78.47,Pass
5.41,57.06,5.14,98.96,Pass
3.93,93.43,5.71,78.57,Pass
3.59,70.29,8.26,44.28,Fail
8.47,93.81,7.37,45.34,Pass
7.24,75.92,6.39,82.91,Pass
9.05,72.67,7.88,73.53,Pass
9.64,68.18,4.0,38.25,Pass
3.0,53.07,9.27,50.74,Fail
5.3,50.58,6.37,92.5,Pass
6.32,75.43,6.93,60.22,Pass
1.64,95.06,4.7,40.78,Fail
0.53,79.31,8.54,81.17,Fail
8.68,93.12,9.97,37.5,Pass
5.36,99.99,8.6,70.82,Pass
5.71,58.93,4.84,46.06,Fail
5.55,82.98,9.58,77.94,Pass
7.55,70.85,7.51,35.16,Pass
1.46,60.44,9.2,51.48,Fail
6.14,62.05,6.53,73.62,Pass
4.69,62.23,5.67,66.94,Fail
8.97,86.48,4.13,90.35,Pass
5.2,67.75,9.69,33.52,Pass
9.43,62.79,4.92,51.43,Pass
3.53,94.3,8.69,31.79,Fail
9.67,51.72,5.67,99.4,Pass
8.75,86.78,7.42,60.4,Pass
5.84,98.03,8.95,84.24,Pass
3.54,81.28,6.1,32.45,Fail
3.76,77.41,6.59,63.03,Fail
7.73,53.07,4.86,99.29,Pass
5.81,75.15,6.52,70.26,Pass
4.02,68.07,8.95,87.27,Pass
6.36,88.91,9.28,88.63,Pass
7.33,90.59,7.8,55.38,Pass
0.23,58.38,6.81,60.28,Fail
0.9,76.11,5.24,80.45,Fail
0.94,93.0,6.73,65.98,Fail
2.32,81.23,8.84,38.04,Fail
4.27,74.05,5.86,55.67,Fail
8.04,94.9,8.81,58.18,Pass
3.51,98.32,4.02,56.5,Fail
0.17,61.76,6.09,49.78,Fail
4.83,59.14,9.94,68.51,Pass
9.97,93.24,9.47,51.44,Pass
3.49,62.15,7.88,72.57,Fail
9.61,92.39,6.95,69.61,Pass
1.01,65.06,8.25,30.1,Fail
1.73,50.96,9.89,74.31,Fail
7.24,71.1,4.18,73.6,Pass
5.01,52.02,5.65,54.24,Fail
7.65,60.4,9.97,57.49,Pass
8.64,73.97,7.63,85.68,Pass
2.51,51.92,8.39,83.37,Fail
6.83,51.66,8.52,97.78,Pass
6.08,57.76,6.37,58.89,Pass
8.62,73.14,9.65,43.66,Pass
4.3,98.7,4.99,60.34,Fail
0.52,54.67,8.87,88.67,Fail
5.74,81.1,7.31,83.9,Pass
9.59,74.85,5.73,44.73,Pass
0.15,53.01,6.87,54.14,Fail
2.4,51.71,7.2,99.25,Fail
3.16,61.09,6.18,52.61,Fail
7.66,84.24,5.83,38.24,Pass
3.23,98.12,6.66,62.9,Fail
2.39,77.8,9.02,35.32,Fail
6.49,52.29,8.27,33.42,Fail
0.46,62.9,4.49,66.2,Fail
1.71,97.12,8.6,48.49,Fail
4.08,50.63,9.57,95.29,Pass
3.56,80.11,9.75,66.53,Pass
3.47,58.95,6.44,73.5,Fail
1.09,53.31,9.5,66.04,Fail
3.61,62.72,5.01,30.26,Fail
7.98,96.85,6.4,98.46,Pass
4.14,88.09,7.04,73.3,Pass
5.86,58.56,5.1,94.26,Pass
1.64,53.29,8.13,84.97,Fail
0.7,74.66,6.47,92.83,Fail
8.8,52.63,4.77,88.73,Pass
3.31,70.2,7.16,38.83,Fail
3.5,90.01,5.72,61.73,Fail
8.78,75.03,9.65,38.35,Pass
7.08,94.84,8.95,99.25,Pass
7.56,89.56,8.91,73.75,Pass
6.82,77.76,7.86,74.39,Pass
1.06,89.52,4.58,99.11,Fail
9.58,54.74,6.67,77.94,Pass
9.09,60.07,7.89,68.83,Pass
2.36,85.02,5.19,79.21,Fail
8.04,50.29,6.41,97.06,Pass
4.09,50.23,6.89,41.73,Fail
6.84,69.02,9.01,77.2,Pass
1.66,93.35,6.28,30.75,Fail
5.39,99.04,6.1,84.41,Pass
1.27,82.49,8.36,89.67,Fail
5.36,97.51,6.04,58.76,Pass
2.44,92.38,4.59,58.6,Fail
4.52,60.07,8.72,41.66,Fail
6.68,70.2,6.22,33.36,Fail
8.77,81.19,9.92,33.74,Pass
1.65,57.57,7.04,87.47,Fail
8.93,65.66,4.39,57.68,Pass
3.9,87.82,8.58,85.9,Pass
8.44,67.23,6.27,54.01,Pass
5.13,96.3,4.74,37.55,Fail
8.62,70.34,7.34,93.85,Pass
6.63,60.99,5.49,47.44,Fail
5.09,60.51,9.64,35.35,Fail
3.13,84.36,8.21,43.96,Fail
9.69,68.41,6.49,91.51,Pass
8.01,61.86,8.62,96.86,Pass
3.81,84.69,6.78,86.04,Pass
1.67,71.07,9.52,54.12,Fail
7.8,92.3,8.27,68.7,Pass
9.9,77.45,9.87,63.48,Pass
2.79,98.61,6.04,42.24,Fail
9.16,68.72,8.97,84.98,Pass
1.25,64.11,5.69,86.98,Fail
9.52,82.23,6.03,43.51,Pass
7.45,85.42,5.45,80.88,Pass
3.47,50.85,9.02,64.82,Fail
3.05,83.47,9.4,41.12,Fail
6.43,59.05,5.18,82.09,Pass
5.94,97.94,9.19,48.02,Pass
9.19,78.8,9.79,85.33,Pass
7.66,56.33,7.19,98.82,Pass
5.4,52.64,5.46,51.04,Fail
9.28,93.98,9.59,53.34,Pass
5.93,92.53,9.54,69.6,Pass
8.5,71.7,4.79,92.42,Pass
8.41,54.37,9.75,92.94,Pass
9.19,69.5,5.82,60.54,Pass
0.68,88.03,6.65,56.95,Fail
5.84,83.07,7.32,45.17,Pass
4.68,93.26,5.98,85.04,Pass
4.91,87.56,4.39,82.33,Pass
4.6,66.51,8.3,39.98,Fail
8.37,67.06,8.62,66.92,Pass
3.18,82.39,7.19,47.35,Fail
4.63,65.51,6.58,79.66,Pass
2.01,93.38,8.36,59.27,Fail
2.52,66.39,9.97,36.4,Fail
6.6,74.45,9.59,62.32,Pass
1.17,52.16,7.38,63.69,Fail
1.88,55.9,8.9,57.18,Fail
5.28,56.59,5.32,92.27,Pass
0.44,67.21,6.24,41.84,Fail
1.27,55.83,9.76,50.57,Fail
8.63,72.86,7.33,57.82,Pass
8.46,63.46,7.24,74.87,Pass
3.48,63.62,5.45,57.33,Fail
3.48,72.28,6.96,87.12,Fail
9.37,92.69,5.01,97.19,Pass
0.26,88.09,8.4,80.95,Fail
5.8,94.19,9.24,30.87,Pass
5.97,99.51,8.64,99.39,Pass
7.88,50.56,4.74,83.8,Pass
9.52,84.63,7.37,83.13,Pass
3.56,55.99,6.2,64.72,Fail
4.38,96.84,5.95,31.07,Fail
6.71,61.34,8.78,65.63,Pass
9.67,67.5,6.88,42.9,Pass
8.91,98.95,9.09,77.19,Pass
6.67,93.36,6.43,31.23,Pass
8.57,52.36,7.27,61.37,Pass
0.85,52.34,5.92,88.17,Fail
3.77,90.94,6.39,98.55,Pass
0.13,53.52,8.11,98.59,Fail
1.77,92.59,5.7,94.84,Fail
6.3,96.23,9.99,61.92,Pass
8.86,51.19,8.9,73.26,Pass
6.33,61.0,4.72,33.32,Fail
6.64,51.16,5.38,64.43,Pass
1.04,53.64,8.04,86.63,Fail
6.65,76.7,5.05,36.61,Fail
4.54,86.51,4.04,54.38,Fail
6.51,73.97,7.89,65.71,Pass
3.26,69.3,5.4,68.48,Fail
5.81,60.34,5.05,65.52,Fail
4.24,61.83,8.07,72.27,Fail
5.59,79.12,6.45,86.15,Pass
1.47,92.79,9.65,90.97,Pass
3.96,70.23,5.6,48.52,Fail
3.74,96.98,5.48,75.37,Pass
7.36,52.61,7.39,79.86,Pass
7.06,91.46,6.96,48.53,Pass
9.09,66.93,4.57,62.73,Pass
6.32,93.44,7.64,59.32,Pass
3.15,95.97,8.44,52.36,Fail
7.83,85.02,5.18,75.2,Pass
4.97,67.75,5.52,43.53,Fail
1.93,72.85,4.4,69.26,Fail
7.47,77.59,5.13,64.57,Pass
1.33,73.1,6.31,49.17,Fail
1.78,89.56,8.02,39.84,Fail
7.59,88.58,7.05,80.08,Pass
7.7,50.63,5.12,72.67,Pass
7.91,57.58,4.69,48.5,Pass
2.93,68.18,6.97,33.41,Fail
8.67,83.62,9.73,91.09,Pass
7.23,61.48,5.89,80.9,Pass
8.34,66.14,4.94,82.87,Pass
7.09,73.1,8.96,91.7,Pass
5.8,79.48,5.72,48.5,Pass
1.09,95.09,4.64,74.34,Fail
7.11,90.23,9.94,93.86,Pass
6.9,67.96,5.28,72.64,Pass
3.12,88.4,6.09,38.25,Fail
7.36,91.63,5.16,91.99,Pass
5.5,76.12,9.71,58.86,Pass
5.59,64.8,8.08,53.2,Pass
3.68,97.15,8.43,51.75,Pass
1.17,98.11,4.61,69.22,Fail
2.17,61.23,8.03,77.65,Fail
7.69,89.25,7.12,47.06,Pass
2.71,52.09,6.86,76.02,Fail
0.02,50.12,7.05,73.66,Fail
9.97,67.58,7.78,84.08,Pass
2.11,73.13,4.5,34.53,Fail
6.55,77.32,7.52,91.39,Pass
9.27,68.91,6.92,76.33,Pass
6.0,56.44,6.22,91.19,Pass
7.99,67.24,7.31,30.1,Pass
9.76,91.09,6.18,32.49,Pass
8.6,66.79,4.83,67.68,Pass
5.58,79.62,4.39,67.82,Pass
3.64,84.04,4.74,71.36,Fail
4.82,86.62,7.93,70.22,Pass
8.42,74.4,8.49,51.64,Pass
8.53,56.29,8.03,37.31,Pass
8.46,95.03,4.05,94.63,Pass
5.97,63.02,7.18,85.51,Pass
4.77,66.95,4.08,72.55,Fail
3.11,88.69,4.39,66.78,Fail
0.03,88.18,4.44,58.02,Fail
7.64,94.82,4.63,51.38,Pass
2.77,51.69,4.23,40.93,Fail
3.3,93.73,4.38,69.21,Fail
8.43,89.61,8.35,78.47,Pass
0.52,76.25,6.95,74.18,Fail
9.28,57.97,9.73,30.04,Pass
0.01,77.25,7.36,33.6,Fail
9.39,59.7,9.82,84.35,Pass
4.55,98.25,5.8,69.05,Pass
1.02,85.44,6.59,77.46,Fail
6.74,79.81,7.82,76.85,Pass
8.96,90.67,7.72,84.07,Pass
4.38,76.62,4.02,46.4,Fail
6.91,53.01,7.01,56.12,Pass
9.79,62.95,6.65,91.1,Pass
2.41,99.08,5.28,59.18,Fail
8.2,92.54,8.4,67.05,Pass
2.95,96.37,8.71,94.66,Pass
4.26,54.89,7.67,66.31,Fail
2.82,62.4,6.46,64.27,Fail
4.46,53.16,6.07,41.14,Fail
0.05,91.11,4.87,60.76,Fail
3.03,58.7,7.82,90.3,Fail
4.45,70.5,8.62,41.96,Fail
6.32,63.48,4.77,51.77,Fail
6.37,96.52,6.27,93.07,Pass
5.84,80.42,6.54,97.59,Pass
2.93,89.98,8.29,60.72,Fail
9.47,80.11,4.55,30.79,Pass
3.92,80.63,5.51,94.45,Pass
2.17,69.15,7.88,41.14,Fail
5.55,61.95,9.78,73.3,Pass
7.49,67.42,8.53,65.85,Pass
0.12,64.74,8.37,33.84,Fail
2.76,84.56,5.37,62.78,Fail
8.25,71.13,5.96,56.87,Pass
5.07,77.51,5.71,81.3,Pass
4.08,88.55,8.48,91.88,Pass
9.31,63.33,4.17,38.96,Pass
0.9,71.18,6.51,49.91,Fail
6.16,75.97,8.64,56.35,Pass
3.42,52.69,4.86,57.85,Fail
0.71,57.61,9.66,62.34,Fail
2.14,53.18,9.45,45.73,Fail
6.28,87.61,9.82,60.29,Pass
0.28,65.0,7.26,56.73,Fail
5.92,71.13,4.87,40.72,Fail
9.57,83.62,8.58,31.32,Pass
7.95,98.32,9.06,75.24,Pass
3.46,90.55,4.47,43.48,Fail
1.38,52.89,6.66,73.23,Fail
4.65,65.29,7.63,37.44,Fail
3.93,52.45,8.0,41.21,Fail
9.72,53.08,6.94,96.14,Pass
9.9,56.37,4.3,90.87,Pass
4.11,66.05,7.55,65.83,Fail
1.49,61.57,4.55,54.03,Fail
9.11,67.61,4.45,78.18,Pass
7.94,91.1,4.51,86.19,Pass
5.11,89.88,9.67,82.95,Pass
3.65,67.54,8.13,77.47,Fail
4.48,82.99,7.71,33.4,Fail
9.02,68.63,8.4,84.24,Pass
1.85,69.3,5.45,86.02,Fail
8.07,83.79,5.88,37.46,Pass
0.18,69.22,9.42,40.71,Fail
9.21,77.46,7.95,51.15,Pass
5.0,55.76,9.0,41.14,Fail
2.27,76.94,9.68,41.25,Fail
0.03,87.1,6.7,49.81,Fail
5.6,94.42,7.49,70.53,Pass
2.44,57.36,5.84,75.11,Fail
6.31,70.54,9.02,51.19,Pass
2.81,74.31,6.72,93.64,Fail
0.88,95.24,8.31,84.98,Fail
5.05,62.87,7.4,65.33,Pass
5.64,58.28,7.19,45.6,Fail
4.53,57.07,4.94,73.31,Fail
4.58,57.74,8.34,32.55,Fail
5.9,93.48,4.31,42.01,Fail
5.26,80.99,8.67,60.73,Pass
1.33,71.04,9.53,86.61,Fail
1.97,93.34,8.8,61.84,Fail
1.42,64.9,5.15,46.92,Fail
6.93,96.39,5.84,48.25,Pass
5.29,87.94,5.26,55.58,Pass
4.3,51.03,5.39,71.23,Fail
7.98,73.13,8.88,34.38,Pass
3.26,92.12,4.38,66.7,Fail
5.68,69.81,6.82,52.53,Pass
0.74,99.36,7.57,87.67,Fail
7.44,92.33,9.7,49.89,Pass
6.95,87.65,7.91,47.66,Pass
8.02,56.78,8.23,69.58,Pass
8.84,55.39,7.27,83.95,Pass
7.58,82.06,6.22,62.66,Pass
8.44,83.07,6.12,82.55,Pass
3.46,57.38,8.22,45.45,Fail
3.43,92.7,6.22,68.15,Fail
9.44,93.69,8.02,97.0,Pass
9.15,70.83,7.28,84.84,Pass
5.48,80.39,7.33,48.63,Pass
3.67,75.54,5.95,97.65,Pass
8.66,51.78,5.2,90.15,Pass
3.23,54.52,4.2,40.85,Fail
1.54,88.99,5.6,71.41,Fail
6.39,74.42,7.4,80.99,Pass
0.43,80.55,8.98,51.05,Fail
3.79,80.64,8.81,44.51,Fail
8.08,68.98,8.59,63.6,Pass
2.95,51.47,5.05,41.12,Fail
9.31,89.35,8.09,88.29,Pass
9.56,73.42,5.38,75.64,Pass
8.16,56.95,5.98,36.49,Pass
9.88,51.05,8.45,30.02,Pass
5.31,50.88,5.8,37.47,Fail
5.69,51.67,7.76,67.34,Pass
8.36,57.75,8.06,82.29,Pass
4.93,61.57,9.79,42.94,Pass
4.07,62.36,4.96,59.37,Fail
6.15,81.61,5.07,89.22,Pass
6.58,62.08,6.76,43.33,Pass
7.51,83.7,7.16,81.56,Pass
6.68,91.17,6.31,81.88,Pass
7.46,69.24,7.82,37.03,Pass
6.75,85.92,7.57,47.29,Pass
4.8,55.21,7.96,33.71,Fail
1.35,66.4,9.41,95.58,Fail
7.85,84.13,4.88,77.7,Pass
0.31,96.59,8.89,97.15,Fail
9.93,80.78,7.62,67.39,Pass
8.28,68.19,9.29,74.52,Pass
6.71,65.68,4.1,62.48,Pass
9.67,69.58,8.98,72.56,Pass
6.12,82.64,5.27,87.52,Pass
0.56,66.35,9.7,75.79,Fail
5.59,73.5,5.91,97.24,Pass
2.77,87.95,8.31,88.11,Pass
3.69,61.89,8.87,62.43,Fail
4.6,85.83,9.55,45.31,Pass
7.75,88.07,5.21,86.52,Pass
5.03,93.18,7.72,96.3,Pass
4.75,51.19,4.21,71.01,Fail
3.02,55.69,4.35,38.76,Fail
5.4,97.74,6.49,81.84,Pass
2.48,56.29,8.16,98.19,Fail
2.61,74.39,7.93,41.53,Fail
7.57,58.35,6.81,83.72,Pass
3.43,90.59,7.62,48.3,Fail
0.51,54.83,7.72,37.77,Fail
3.44,54.28,9.04,84.09,Fail
6.39,75.24,9.33,67.52,Pass
8.14,61.91,6.29,73.22,Pass
9.62,83.08,4.39,30.62,Pass
7.46,84.24,5.44,63.5,Pass
4.29,79.3,4.58,78.77,Fail
2.99,91.73,8.75,75.57,Pass
1.3,84.87,4.36,43.49,Fail
6.28,59.38,6.8,49.1,Pass
5.1,53.92,7.25,39.09,Fail
6.78,87.39,8.98,87.72,Pass
2.37,87.0,8.21,54.84,Fail
3.24,92.52,7.59,40.96,Fail
2.92,60.12,7.48,46.52,Fail
7.98,61.16,6.83,41.83,Pass
1.71,78.83,9.39,82.32,Fail
6.08,57.78,5.07,83.65,Pass
0.51,64.82,9.78,63.34,Fail
5.5,90.62,7.62,68.04,Pass
0.64,66.71,5.43,37.94,Fail
1.76,50.57,8.39,99.22,Fail
1.13,82.54,6.24,83.49,Fail
3.47,59.03,4.6,76.54,Fail
3.44,59.79,4.49,58.09,Fail
8.26,50.83,7.39,60.96,Pass
2.26,78.9,7.86,48.49,Fail
0.86,78.1,5.98,50.83,Fail
6.04,54.82,8.16,86.76,Pass
6.87,52.52,5.62,57.67,Pass
2.95,74.54,6.07,59.69,Fail
6.03,89.06,5.37,45.28,Pass
7.76,97.69,7.81,89.47,Pass
3.48,53.76,6.94,62.88,Fail
5.25,85.41,4.9,93.86,Pass
1.47,59.57,9.84,82.02,Fail
0.24,51.7,9.38,40.37,Fail
9.81,66.74,8.7,82.43,Pass
3.0,78.69,4.58,98.25,Fail
2.79,80.07,6.62,71.44,Fail
9.73,52.46,7.11,39.59,Pass
7.28,96.39,9.67,54.85,Pass
5.85,52.73,6.17,39.85,Fail
6.99,60.86,8.02,84.9,Pass
7.1,71.63,7.32,51.16,Pass
7.63,97.28,8.86,74.18,Pass
0.67,99.56,4.67,76.04,Fail
4.13,50.02,8.95,93.42,Pass
2.95,61.23,7.91,44.29,Fail
0.71,75.07,4.66,74.07,Fail
4.13,84.72,8.47,83.68,Pass
6.16,82.84,6.0,53.23,Pass
1.78,62.58,4.48,36.7,Fail
3.05,59.88,6.64,43.53,Fail
6.39,50.71,5.06,93.16,Pass
5.79,92.14,5.63,97.13,Pass
8.69,68.94,9.99,72.11,Pass
7.91,93.22,4.91,68.24,Pass
9.66,66.19,6.28,92.21,Pass
5.97,87.8,7.97,86.55,Pass
6.98,53.48,9.85,75.66,Pass
8.61,90.57,6.25,95.34,Pass
8.4,94.55,5.28,96.89,Pass
7.19,63.24,6.44,81.63,Pass
5.0,57.09,4.96,95.38,Pass
2.73,59.81,9.92,56.84,Fail
8.77,93.39,6.85,97.5,Pass
7.77,64.31,7.97,40.91,Pass
8.38,61.57,6.15,87.79,Pass
1.41,98.94,5.56,33.13,Fail
3.15,83.5,4.56,86.13,Fail
4.25,91.61,8.69,55.25,Pass
8.38,87.35,7.38,62.61,Pass
8.93,68.7,5.25,43.47,Pass
2.85,93.14,8.01,68.53,Fail
6.86,79.41,5.47,45.93,Pass
0.78,82.87,5.27,86.74,Fail
4.1,66.3,9.23,84.75,Pass
4.87,99.06,6.97,77.09,Pass
7.66,92.73,7.19,44.19,Pass
8.92,57.41,8.62,40.66,Pass
3.37,60.19,6.88,46.53,Fail
5.28,87.43,5.43,53.03,Pass
6.47,51.29,8.39,54.59,Pass
3.29,66.77,9.1,44.16,Fail
9.86,76.63,7.81,89.39,Pass
8.76,60.25,8.81,49.14,Pass
2.96,93.66,4.17,35.54,Fail
5.08,94.46,6.93,38.97,Pass
2.31,97.84,6.5,67.22,Fail
5.15,57.32,4.35,32.46,Fail
6.83,53.96,5.26,69.95,Pass
0.86,77.8,6.59,70.16,Fail
8.7,89.62,8.09,79.97,Pass
5.94,64.55,6.32,55.63,Pass
9.9,62.05,8.34,65.52,Pass
0.26,75.89,8.05,32.32,Fail
8.31,74.1,9.77,84.94,Pass
7.92,73.98,4.85,61.45,Pass
1.33,70.26,9.84,59.83,Fail
3.35,86.35,4.49,68.5,Fail
8.85,80.73,8.88,72.97,Pass
5.18,74.39,5.88,87.84,Pass
4.01,86.04,6.53,93.6,Pass
9.05,63.08,5.65,92.25,Pass
0.93,94.59,8.89,61.5,Fail
4.73,69.21,6.85,83.4,Pass
6.52,66.38,8.04,71.59,Pass
6.09,77.11,9.71,87.59,Pass
2.64,63.52,6.2,40.47,Fail
5.63,63.44,6.89,36.06,Fail
7.09,53.89,4.4,92.33,Pass
5.85,82.6,7.6,95.2,Pass
6.84,95.64,5.9,59.67,Pass
2.56,84.26,7.66,40.76,Fail
8.33,78.39,5.82,88.09,Pass
4.5,85.59,4.65,81.58,Pass
9.87,98.32,5.84,89.89,Pass
0.23,66.82,8.92,70.09,Fail
3.8,71.53,5.1,98.21,Fail
1.8,64.31,5.06,70.11,Fail
5.56,50.84,8.94,44.52,Fail
2.43,67.37,5.55,61.66,Fail
7.37,53.58,5.99,58.23,Pass
8.82,92.92,7.24,54.35,Pass
2.11,85.78,6.54,78.03,Fail
1.61,65.2,8.93,82.73,Fail
8.75,66.4,7.47,70.23,Pass
3.61,78.48,8.29,88.39,Pass
4.35,89.9,8.25,88.63,Pass
2.21,85.94,4.46,77.62,Fail
4.25,51.44,9.85,55.04,Fail
2.31,89.26,4.43,97.7,Fail
6.66,94.07,9.69,57.34,Pass
4.99,54.49,9.93,37.88,Fail
7.88,88.5,5.57,76.3,Pass
3.13,62.59,7.86,83.65,Fail
5.06,58.69,4.32,95.39,Fail
2.6,77.19,8.08,39.75,Fail
9.34,77.63,5.12,38.68,Pass
5.22,73.54,9.65,79.8,Pass
1.73,95.09,7.93,76.0,Fail
2.73,62.08,8.59,58.28,Fail
0.83,80.13,9.67,69.63,Fail
0.28,70.49,9.15,36.48,Fail
5.26,93.69,6.8,61.31,Pass
3.37,56.64,5.02,78.66,Fail
9.64,54.15,5.94,78.15,Pass
1.71,99.64,7.53,57.46,Fail
7.94,78.86,8.48,86.69,Pass
3.16,95.6,5.53,73.54,Fail
2.24,70.41,6.69,84.44,Fail
9.7,80.21,6.14,86.43,Pass
8.03,84.7,6.83,63.04,Pass
6.31,99.31,5.98,55.39,Pass
6.97,55.64,4.95,68.61,Pass
9.91,56.24,6.92,57.7,Pass
5.93,76.16,9.7,48.45,Pass
1.02,52.79,4.64,83.11,Fail
0.65,86.37,9.01,67.54,Fail
6.67,99.54,8.41,43.15,Pass
6.58,90.57,5.98,35.17,Pass
7.48,63.29,4.83,61.78,Pass
1.09,89.98,9.59,85.87,Fail
9.45,81.39,6.28,42.33,Pass
5.51,55.97,6.61,65.23,Fail
6.5,78.3,5.92,73.84,Pass
0.35,94.84,9.09,89.27,Fail
9.61,64.5,5.36,33.95,Pass
5.63,82.96,8.56,54.76,Pass
5.63,52.08,5.48,84.16,Pass
9.44,91.71,6.05,87.56,Pass
9.29,60.3,9.55,73.34,Pass
2.2,80.43,7.7,66.45,Fail
9.31,76.21,8.15,65.05,Pass
7.37,77.41,7.76,95.45,Pass
0.19,62.69,5.07,94.72,Fail
2.4,77.96,7.99,93.58,Fail
4.13,80.14,7.23,92.79,Pass
